Carrier,Product,NSPA,TX,OK,PA,WI,OHM,OH-FR,AZ,MO,WV,TN,IA,KS-M,KS-B,TX-M,AR,IN-M,IN-MD,IL-M,IL-MD,Rule Type,Error or Warning,Rule to Enact,Error or Warning Message to Display,"Run in Quote, Application?","Unacceptable Driver/
Unacceptable Vehicle Indicators",Comments/Changes
PRIS,NSPA,X,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,Validation,Error   ,"If UW Question <LiveryVehicleDesc> = NO, and
1+ Vehicle includes Transportation Network Company Endorsement, trigger error","If the secondary TNC Question is No, TNC Coverage cannot be included for any vehicle(s).","Quote, Application - 
New Business, Rewrite-New, Endorsement, Renewal Start, Renewal Changes, Rewrite-Renewal
",,"JAO 7/18/2023 - Add for MO Maverick and future states to use UW Question Name/Description as Rule to Enact instead of full UW Question
SJS 9.8.23 PRISUAT-1783
LE 11/21/2023-AZ requirements PRISUAT-1834
JAO 2/15/2024 - AZ Changed to NO; Question is now a Vehicle/Risk Question - PRISUAT-1834
LE 9/09/2024- Remove for WV GW-1622"
PRIS,NSPA,X,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,Validation,Error   ,"If UW Question <AddLiveryVehicle> = YES, and
1+ Vehicle doesn't include Individual Delivery Endorsement, trigger error","If the primary Individual Delivery Question is Yes, at least one vehicle must include Individual Delivery Coverage.","Quote, Application - 
New Business, Rewrite-New, Endorsement, Renewal Start, Renewal Changes, Rewrite-Renewal
",,"JAO 7/18/2023 - Add for MO Maverick and future states to use UW Question Name/Description as Rule to Enact instead of full UW Question
SJS 9.8.23 PRISUAT-1783
LE 11/21/2023-AZ requirements PRISUAT-1834
JAO 2/15/2024 - AZ Changed to NO; Question is now a Vehicle/Risk Question - PRISUAT-1834
LE 9/09/2024- Remove for WV GW-1622"
PRIS,NSPA,X,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,Validation,Error   ,"If UW Question <AddLiveryVehicle> = NO, and
1+ Vehicle includes Individual Delivery Endorsement, trigger error","If the primary Individual Delivery Question is No, Individual Delivery Coverage cannot be included for any vehicle(s).","Quote, Application - 
New Business, Rewrite-New, Endorsement, Renewal Start, Renewal Changes, Rewrite-Renewal
",,"JAO 7/18/2023 - Add for MO Maverick and future states to use UW Question Name/Description as Rule to Enact instead of full UW Question
SJS 9.8.23 PRISUAT-1783
LE 11/21/2023-AZ requirements PRISUAT-1834
JAO 2/15/2024 - AZ Changed to NO; Question is now a Vehicle/Risk Question - PRISUAT-1834
LE 9/09/2024- Remove for WV GW-1622"
PRIS,NSPA,X,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,Validation,Error   ,"If UW Question <AddLiveryVehicleDesc> = YES, and
1+ Vehicle doesn't include Individual Delivery Endorsement, trigger error","If the secondary Individual Delivery Question is Yes, at least one vehicle must include Individual Delivery Coverage. ","Quote, Application - 
New Business, Rewrite-New, Endorsement, Renewal Start, Renewal Changes, Rewrite-Renewal
",,"JAO 7/18/2023 - Add for MO Maverick and future states to use UW Question Name/Description as Rule to Enact instead of full UW Question
SJS 9.8.23 PRISUAT-1783
LE 11/21/2023-AZ requirements PRISUAT-1834
JAO 2/15/2024 - AZ Changed to NO; Question is now a Vehicle/Risk Question - PRISUAT-1834
LE 9/09/2024- Remove for WV GW-1622"
PRIS,NSPA,X,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,Validation,Error   ,"If UW Question <AddLiveryVehicleDesc> = NO, and
1+ Vehicle includes Individual Delivery Endorsement, trigger error","If the secondary Individual Delivery Question is No, Individual Delivery Coverage cannot be included for any vehicle(s).","Quote, Application - 
New Business, Rewrite-New, Endorsement, Renewal Start, Renewal Changes, Rewrite-Renewal
",,"JAO 7/18/2023 - Add for MO Maverick and future states to use UW Question Name/Description as Rule to Enact instead of full UW Question
SJS 9.8.23 PRISUAT-1783
LE 11/21/2023-AZ requirements PRISUAT-1834
JAO 2/15/2024 - AZ Changed to NO; Question is now a Vehicle/Risk Question - PRISUAT-1834
LE 9/09/2024- Remove for WV GW-1622"
PRIS,NSPA,X,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Validation,Error,"If the answer to the Underwriting Question 'Do you or any members of your household drive out of state for work 3 or more times per month?' = Yes, and no vehicles have Out of State Commuter = Yes.","If ""Do you or any members of your household drive out of state for work 3 or more times per month?"" is Yes, at least one vehicle must include the Out of State Commuter Surcharge.","Quote, Application - 
New Business, Rewrite-New, Endorsement, Renewal Start, Renewal Changes, Rewrite-Renewal
",,
PRIS,NSPA,X,NO,YES,NO,YES,YES,NO,NO,YES,NO,NO,YES,YES,YES,NO,YES,YES,YES,YES,YES,Validation,Error   ,If the answer to the Underwriting Question 'Are you also applying for Contents PLUS Renters Endorsement?' =  Yes and Line.ContentsPlusInd = No,"If 'Are you also applying for Contents PLUS Renters Endorsement?' is Yes, Contents PLUS Renters Endorsement must be included.","Quote, Application, Endorsement, Renewal Start, Renewal Change",,"JAO 4/27/2023 - Remove for OH-FR - UW question doesn't exist SJS 5.23.23 PRISUAT-1584
LE 11/21/2023- remove for AZ PRISUAT-1834
LE 9/09/2024- Remove for WV GW-1622
LE 6/11/2025- Remove for TN GW-3771
"
PRIS,NSPA,X,NO,YES,NO,YES,YES,NO,NO,YES,NO,NO,YES,YES,YES,NO,YES,YES,YES,YES,YES,Validation,Error   ,If the answer to the Underwriting Question 'Are you also applying for Contents PLUS Renters Endorsement?' =  No and Line.ContentsPlusInd = Yes," If the Contents PLUS Renters Endorsement is included, the Underwriting Question 'Are you also applying for Contents PLUS Renters Endorsement?' must be Yes","Quote, Application, Endorsement, Renewal Start, Renewal Change",,"JAO 4/27/2023 - Remove for OH-FR - UW question doesn't exist SJS 5.23.23 PRISUAT-1584
LE 11/21/2023- remove for AZ PRISUAT-1834
LE 9/09/2024- Remove for WV GW-1622
LE 6/11/2025- Remove for TN GW-3771"
PRIS,NSPA,X,NO,YES,NO,YES,YES,NO,NO,YES,NO,NO,YES,YES,YES,NO,YES,YES,YES,YES,YES,Validation,Error   ,"If the answer to the Underwriting Question 'If applying for Contents PLUS Renters Endorsement, have there been any losses in the past 3 years (regardless of any applicable insurance coverage)?' = Yes","If 'If applying for Contents PLUS Renters Endorsement, have there been any losses in the past 3 years (regardless of any applicable insurance coverage)?' is Yes, risk is ineligible for coverage.","Quote, Application, Endorsement, Renewal Start, Renewal Change",,"JAO 4/27/2023 - Remove for OH-FR - UW question doesn't exist SJS 5.23.23 PRISUAT-1584
LE 11/21/2023- remove for AZ PRISUAT-1834
LE 9/09/2024- Remove for WV GW-1622
LE 6/11/2025- Remove for TN GW-3771"
PRIS,NSPA,X,NO,YES,NO,YES,YES,NO,NO,YES,NO,NO,YES,YES,YES,NO,YES,YES,YES,YES,YES,Validation,Error   ,"If the answer to the Underwriting question 'If applying for Contents PLUS Renters endorsement, have you been charged with or convicted of the crime of arson in the last 5 years?' = Yes","If 'If applying for Contents PLUS Renters endorsement, have you been charged with or convicted of the crime of arson in the last 5 years?' is Yes, risk is ineligible for coverage.","Quote, Application, Endorsement, Renewal Start, Renewal Change",,"JAO 4/27/2023 - Remove for OH-FR - UW question doesn't exist SJS 5.23.23 PRISUAT-1584
LE 11/21/2023- remove for AZ PRISUAT-1834
LE 9/09/2024- Remove for WV GW-1622
LE 6/11/2025- Remove for TN GW-3771"
PRIS,NSPA,X,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Validation,Error   ,"If UW Question <ContentsPlusRenters> = YES, and
Line.ContentsPlusInd = NO, trigger error","If the primary Contents PLUS Renters question is Yes, Contents PLUS Renters Endorsement must be included. ","Quote, Application, Endorsement, Renewal Start, Renewal Change",,"JAO 7/18/2023 - Add for MO Maverick and future states to use UW Question Name/Description as Rule to Enact instead of full UW Question
SJS 9.8.23 PRISUAT-1783
LE 11/21/2023- remove for AZ PRISUAT-1834
LE 9/09/2024- Added for WV GW-1622
LE 6/11/2025- Added TN GW-3771"
PRIS,NSPA,X,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Validation,Error   ,"If UW Question <ContentsPlusRenters> = NO, and
Line.ContentsPlusInd = YES, trigger error","If the primary Contents PLUS Renters question is No, Contents PLUS Renters Endorsement cannot be included. ","Quote, Application, Endorsement, Renewal Start, Renewal Change",,"JAO 7/18/2023 - Add for MO Maverick and future states to use UW Question Name/Description as Rule to Enact instead of full UW Question
SJS 9.8.23 PRISUAT-1783
LE 11/21/2023- remove for AZ PRISUAT-1834
LE 9/09/2024- Added for WV GW-1622
LE 6/11/2025- Added TN GW-3771"
PRIS,NSPA,X,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Validation,Error   ,"If UW Question <ContentsPlusRentersLossDesc> = YES
Line.ContentsPlusInd = YES, trigger error","If the Loss-Related Contents PLUS Renters question is YES, Contents PLUS Renters Endorsement cannot be included.","Quote, Application, Endorsement, Renewal Start, Renewal Change",,"JAO 7/18/2023 - Add for MO Maverick and future states to use UW Question Name/Description as Rule to Enact instead of full UW Question
SJS 9.8.23 PRISUAT-1783
LE 11/21/2023- remove for AZ PRISUAT-1834
LE 9/09/2024- Added for WV GW-1622
LE 6/11/2025- Added TN GW-3771"
PRIS,NSPA,X,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Validation,Error   ,"If UW Question <ContentsPlusRentersCrimeDesc> = YES
Line.ContentsPlusInd = YES, trigger error","If the Arson-Related Contents PLUS Renters question is YES, Contents PLUS Renters Endorsement cannot be included.","Quote, Application, Endorsement, Renewal Start, Renewal Change",,"JAO 7/18/2023 - Add for MO Maverick and future states to use UW Question Name/Description as Rule to Enact instead of full UW Question
SJS 9.8.23 PRISUAT-1783
LE 11/21/2023- remove for AZ PRISUAT-1834
LE 9/09/2024- Added for WV GW-1622
LE 6/11/2025- Added TN GW-3771"
PRIS,NSPA,X,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Underwriting,Warning,If the answer to the Driver question 'Do you use any vehicle for any Delivery purposes?' = Yes,Delivery vehicle usage is ineligible for this program.,"Quote, Application, New Business, Rewrite-New, Endorsement, Renewal Changes, Renewal Start, Rewrite-Renewal",Set Unacceptable Driver Indicator to Yes,MN 11/30/22: New rule for OH-FR SJS 5.23.23 PRISUAT-1584
PRIS,NSPA,X,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Underwriting,Warning,If the answer to the Driver question 'Do you use any vehicle for any Public Livery services?' = Yes,Public Livery vehicle usage is ineligible for this program.,"Quote, Application, New Business, Rewrite-New, Endorsement, Renewal Changes, Renewal Start, Rewrite-Renewal",Set Unacceptable Driver Indicator to Yes,MN 11/30/22: New rule for OH-FR SJS 5.23.23 PRISUAT-1584
PRIS,NSPA,X,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Underwriting,Warning,"If the answer to the Driver question 'Do you use any vehicle in conjunction with any Transportation Network Applications or Companies, or as they sometimes refer to themselves, Rideshare Applications or Companies?' = Yes",TNC vehicle usage is ineligible for this program.,"Quote, Application, New Business, Rewrite-New, Endorsement, Renewal Changes, Renewal Start, Rewrite-Renewal",Set Unacceptable Driver Indicator to Yes,MN 11/30/22: New rule for OH-FR SJS 5.23.23 PRISUAT-1584
PRIS,NSPA,X,,NO,,,YES,NO,NO,NO,NO,NO,,,,,,,,,,Validation,Error   ,"If the answer to the Underwriting Question 'Does any vehicle have a salvage history including rebuilt or flood designation?' = Yes AND no vehicles have answered YES to Salvage History question, trigger error","If 'Does any vehicle have a salvage history including rebuilt or flood designation?' is Yes, please answer Yes to the following question on the rebuilt Vehicle's Page:
'Does the title for this vehicle have any Salvage History including a Rebuilt or Flood Designation?'","Quote, Application, Endorsement, Renewal Start, Renewal Change",,"JAO 4/27/2023 - Add for OH Maverick SJS 5.23.23 PRISUAT-1585
LE 11/21/2023- remove for AZ PRISUAT-1834
"
PRIS,NSPA,X,,NO,,,YES,NO,NO,NO,NO,NO,,,,,,,,,,Validation,Error   ,"If the answer to the Underwriting Question 'Does any vehicle have a salvage history including rebuilt or flood designation?' = No AND at least one vehicle has answered YES to Salvage History question, trigger error","If 'Does the title for this vehicle have any Salvage History including a Rebuilt or Flood Designation?' is Yes, please answer Yes to the following Underwriting Question: 'Does any vehicle have a salvage history including rebuilt or flood designation?' ","Quote, Application, Endorsement, Renewal Start, Renewal Change",,"JAO 4/27/2023 - Add for OH Maverick SJS 5.23.23 PRISUAT-1585
LE 11/21/2023- remove for AZ PRISUAT-1834
"
PRIS,NSPA,X,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,Validation,Error   ,"If UW Question <SalvageHistory> = Yes AND 
No vehicles have answered YES to Salvage History vehicle question, trigger error","If the Salvage History question is Yes, at least one vehicle must indicate Salvage History on the Vehicle's page.","Quote, Application, Endorsement, Renewal Start, Renewal Change",,"JAO 7/18/2023 - Add for MO Maverick and future states to use UW Question Name/Description as Rule to Enact instead of full UW Question
SJS 9.8.23 PRISUAT-1783
LE 11/21/2023- AZ requirements PRISUAT-1834
JAO 2/16/2024 - Question moved to Vehicle/Risk Questions - PRISUAT-1834; PRISUAT-1833
LE 9/09/2024- Removed for WV GW-1622"
PRIS,NSPA,X,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,Validation,Error   ,"If UW Question <SalvageHistory> = NO AND 
At least 1 vehicle has answered YES to Salvage History vehicle question, trigger error","If the Salvage History question is No, Salvage History cannot be indicated on any Vehicle's page. ","Quote, Application, Endorsement, Renewal Start, Renewal Change",,"JAO 7/18/2023 - Add for MO Maverick and future states to use UW Question Name/Description as Rule to Enact instead of full UW Question
SJS 9.8.23 PRISUAT-1783
LE 11/21/2023- AZ requirements PRISUAT-1834
JAO 2/16/2024 - Question moved to Vehicle/Risk Questions - PRISUAT-1834; PRISUAT-1833
LE 9/09/2024- Removed for WV GW-1622"
PRIS,NSPA,X,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Validation,Warning,"If Non-Driver Type = Excluded, display warning message.",Excluded drivers are not eligible for this program. Please rate all household members and vehicle operators.,"Quote, Application",,"LE 11/21/2023- remove for AZ PRISUAT-1834
LE 6/11/2025- Remove for TN GW-3771"
PRIS,NSPA,X,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Validation,Error,"If verified address is in a residence that contains an apartment, unit, or rural route box number and the above data isn't cited display warning message. 

Only enact rule on New Business, Rewrite-New, Endorsement, Renewal Changes, Renewal Start, Renewal Activate, and Rewrite Renewal transactions 

UW Managers may approve valid or invalid address","""The address entered is missing the apartment or rural route box number. Please verify the address and enter the missing information. If the issue persists, please contact the Underwriting Department.""","Quote
Application
New Business
Rewrite-New
Endorsement
Renewal Start
Renewal Change
Renewal Activate
Rewrite Renewal",,
PRIS,NSPA,X,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Validation,Error,"If verified address includes an appartment/unit/rural route box number that is not valid display warning message. 

Only enact rule on New Business, Rewrite-New, Endorsement, Renewal Changes, Renewal Start, Renewal Activate, and Rewrite Renewal Transactions

UW Managers may approve valid or invalid addresses","""The apartment or rural route box number entered is invalid. Please verify the address and make necessary corrections. If the issue persists, please contact the Undewriting Department""","Quote
Application
New Business
Rewrite-New
Endorsement
Renewal Start
Renewal Change
Renewal Activate
Rewrite Renewal",,
PRIS,NSPA,X,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Underwriting,Warning,"If Non-Renewal Rescind transaction is processed 20 days or less prior to the expiration date of the policy term, and the ""Approved Tort Selection Form - Renewal"" is not attached, display warning message",Renewal Tort Selection Process has not been completed. Please confirm receipt of approved signed Tort Selection form for the Renewal.,Non-Renewal Rescind,,
PRIS,NSPA,X,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Underwriting,Error,"If any premium for any selected coverage is $0.00, trigger Error",Rating Error. Please contact Underwriting Department for assistance.,"Quote, Application, New Business, Rewrite-New, Endorsement, Renewal Changes, Renewal Start, Rewrite-Renewal",,JAO 8/26/2022 - Added rule for $0.00 premiums
PRIS,NSPA,X,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Underwriting,Warning,"If the answer to the Underwriting Question ""Does the Applicant/Principal use any vehicle, whether owned or non-owned, for business?"" is YES, trigger warning",Business Use is an unacceptable Vehicle Usage for this program.,"Quote, Application, New Business, Rewrite-New, Endorsement, Renewal Changes, Renewal Start, Rewrite-Renewal",Criteria as documented in column L sets Unacceptable Indicator to Yes,JAO 5/3/2023 - Added rule for OH-FR SJS 5.23.23 PRISUAT-1584
PRIS,NSPA,X,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Validation,Error   ,"If quote is bridged from a rater and policy term = 1 year, trigger validation error ",Policy Terms longer than 6 months are no longer acceptable. Quote has been updated to reflect a 6 month term.,"Quote, Application, Endorsement, Renewal Start, Renewal Change",,"JAO 8/4/2023 - PRISPROD-1971
LE 11/21/2023- Remove for AZ PRISUAT-1834
LE 6/11/2025- OK and WI changed to No GW-3476 GW-3478"
PRIS,NSPA,X,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Validation,Error   ,"If any name field contains the following special character(s), trigger error:

/
<
>",Name cannot contain <special character>. Please remove <special character> to continue.,"Quote, Application, New Business, Rewrite-New, Endorsement, Renewal Changes, Renewal Start, Rewrite-Renewal",,"JAO 8/10/2023 - Added per issue #4053 (no Jira assigned yet)
LE 11/21/2023- AZ requirements PRISUAT-1834"
PRIS,NSPA,X,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Validation,Error,"If the insured's email is the same as the producer's email, trigger error",The insured's email address cannot be the same as the producer's email address. Please correct.,"Quote
Application
New Business
Rewrite-New
Endorsement
Renewal Start
Renewal Change
Renewal Activate
Rewrite Renewal",,"JAO 9/27/2023 - PRISPROD-1730
LE 11/21/2023- AZ requirements PRISUAT-1834"
PRIS,NSPA,X,,,,,,,NO,,,,,,,,,,,,,Underwriting,Warning,"If the answer to the ""Mexico"" Underwriting Question is YES, trigger warning",This policy does NOT extend coverage to accidents or losses in Mexico. ,"Quote
Application
New Business
Rewrite-New
Endorsement
Renewal Start
Renewal Change
Renewal Activate
Rewrite Renewal",,"
LE 12/15/2023- AZ requirements PRISUAT-1834
JAO 2/15/2024 - AZ Changed to NO; Question is now a Vehicle/Risk Question - PRISUAT-1834"
PRIS,NSPA,X,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Validation,Error   ,"If Producer States List License Expiration Date is EXPIRED, trigger error
Do NOT trigger error for UW Manager role",ALERT - Your Producer License has expired. Please contact the Marketing Department.,"New Business (Quote/Application), Rewrite-New",,JAO 1/17/2024 - PRISPROD-533
PRIS,NSPA,X,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,Validation,Warning,"If OTC deductible = <$1,000, change deductible to $1,000 and trigger warning","<Company Name> no longer offers the <selected deductible> in this program. Other Than Collision Deductible has been changed to $1,000.","New Business (Quote/Application), Rewrite-New",,"JAO 1/29/2024 - PRISPROD-2282
**MO rule is effective 3/8/2024 - PRISPROD-2253
LE 9/09/2024- Removed for WV GW-1622
LE 6/11/2025- Removed for TX GW-3472, PA, GW-3475, OK GW-3476, OH GW-3477, WI GW-3478, MO GW-3479"
PRIS,NSPA,X,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,Validation,Warning,"If COL deductible = <$1,000, change deductible to $1,000 and trigger warning","<Company Name> no longer offers the <selected deductible> in this program. Collision Deductible has been changed to $1,000.","New Business (Quote/Application), Rewrite-New",,"JAO 1/29/2024 - PRISPROD-2282
**MO rule is effective 3/8/2024 - PRISPROD-2253
LE 9/09/2024- Removed for WV GW-1622
LE 6/11/2025- Removed for TX GW-3472, PA, GW-3475, OK GW-3476, OH GW-3477, WI GW-3478, MO GW-3479"
PRIS,NSPA,X,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Validation,Error,"If the Insurance Score Disclosure question is No, trigger error",Insured must acknowledge their understanding and acceptance of the Insurance Score Disclosure to continue the quote. ,"New Business (Quote/Application), Rewrite-New",,LE 9/19/2024- Added for WV GW-1622
PRIS,NSPA,X,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Validation,Warning,"If the NCF data report fails or is down during the quote process, trigger warning

Message should be cleared when the report has been run successfully.","The Insurance Score report is currently unavailable. If the policy is issued, the report will be run by the Underwriting Department which may impact the quoted premium. ","New Business (Quote/Application), Rewrite-New
Endorsement",,"LE 9/24/2024- Added for WV GW-1622
LE 5/02/2025- Added endorsement transaction GW-3082"
PRIS,NSPA,X,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Validation,Error,"If driver age is <18 and relationship to insured = Self, trigger error",The Named Insured must be 18 years old or older. ,"New Business (Quote/Application), Rewrite-New",,LE 7/08/2025- New rule for OK GW-4194
Carrier,Product,NSPA,,,,,,,,,,,,,,,,,,,,Rule Type,Error or Warning,Rule to Enact,Error or Warning Message to Display,"Run in Quote, Application?",,
PRIS,NSPA,X,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Validation,Warning,"""Garaging Address"" state is not the same as the Risk State.",Vehicle Garaging address state is not the same as the Risk State.,"Quote
Application
New Business
Rewrite-New
Endorsement
Renewal Start
Renewal Change
Renewal Activate
Rewrite Renewal",Criteria as documented in column L sets Unacceptable Vehicle Indicator to Yes,
PRIS,NSPA,X,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,Validation,Warning,"""Physical Address"" state is not the same as the Risk State.
Rule applies to Non-Owners or Contents PLUS coverages",Address outside of <Policy State> is ineligible for this program.,"Quote
Application
New Business
Rewrite-New
Endorsement
Renewal Start
Renewal Change
Renewal Activate
Rewrite Renewal",,"MN 11/30/22: New rule for OH-FR SJS 5.23.23 PRISUAT-1584
JAO 8/4/2023 - Updated language based on convo w/ Omar
LE 12/05/2023- PRISPROD-1960 to be used when policy is non-owner
"
PRIS,NSPA,X,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Validation,Error,"If Address is not verified, error",Address has not been verified. Please select the Verify Address link.,"Quote, Application",,JAO 4/27/2023 - Added for OH -FR SJS 5.23.23 PRISUAT-1584
PRIS,NSPA,X,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Validation,Error,"If Address or Garaging Address is not verified, error",Address has not been verified. Please select the Verify Address link.,"Quote, Application",,JAO 4/27/2023 - Removed OH-FR (no garaging address) SJS5.23.23 PRISUAT-1584
PRIS,NSPA,X,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Validation,Error,If a form is a fill-in form and has required info that has not been entered,Required Data on Form $form.gets('Name').,Application,,
PRIS,NSPA,X,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Validation,Error,"A ""Producer Code"" is required",Producer Code is required.,"Quote, Application",,
PRIS,NSPA,X,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Validation,Error,"If a ""Sub Producer"" is entered, it must be a valid ""Producer Code""",The 'Sub Producer' code entered does not correspond to a valid Sub Producer.,"Quote, Application",,
PRIS,NSPA,X,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Validation,Error,"If SR22 = Yes and Driver's License State does not equal TX, WI, OH, AZ, MO, WV, TN, IA, KS, AR, IN, IL error","SR22 can only be filed for the state of Texas.

SR22 cannot be filed for the state of <Driver's License State>.","Quote, Application",,"JAO 7/27/2022 - Changed Error or Warning Message to Display to avoid listing out all states w/ SR22s.

MN 11/15/22: Need to verify and update this for all states going forward.  Some states will be acceptable and others will not.  Need to go back to prior states to update them as well.

MN 12/14/22: Jill clarified that we need to update this one state at a time (i.e. don't add IL to the rule for other states until IL is live) SJS5.23.23 PRISUAT-1584

LE 9/09/2024- Added WV to the list GW-1622
LS 01/14/2025-Removed WV.
LE 6/11/2025- Added TN  GW-3771"
PRIS,NSPA,X,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,Validation,Warning,"If SR-22 = Yes for any driver and Pay Plan <> Direct/Automated 5 Pay, Automated 6, or 6 Equity Pay or 6 High Down Pay, or Direct/Automated PIF payment plan, error","Policy has a driver with SR-22 filing. Payment Plan must be  5 Pay, Automated, or Pay In Full.",Endorsement,,LE 8/23/2024- Updated to include new pay plan GW-1574
PRIS,NSPA,X,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Validation,Warning,"If SR-22 = Yes for any driver and Pay Plan <> 5-Pay, 11-Pay or Paid in Full, error","Policy has a driver with SR-22 filing. Payment plan must be 5-Pay, 11-Pay or Paid in Full.",Endorsement,,
PRIS,NSPA,X,NO,NO,YES,NO,NO,NO,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,Validation,Error,"If SR-22 = Yes and MVR = No Hit, provide error",Driver <Driver Name> has an unverifiable MVR. A verifiable Driver's License Number is required to file the SR-22.,"Quote, Application",,"LE 11/21/2023- AZ requirements PRISUAT-1834
LE 9/09/2024- Added for WV GW-1622
LE 6/11/2025- Added TN GW-3771"
PRIS,NSPA,X,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Validation,Error,"If Non-Driver is on the policy and any of the following fields are missing: [First Name, Last Name, Relationship to Insured, Non-Driver Type, Gender, Marital Status, Date of Birth}",Non-Driver <Driver Name> has missing information. Please fill in the required fields.,"Quote, Application",,
PRIS,NSPA,X,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Validation,Error,"If Transaction Type = Renewal Activate or Rewrite Renewal and the prior term is Cancelled with Type = Insured Request or Company Request and user = Policy Producer, error and provide message:", “This policy was previously cancelled by <Cancel Type>. The policy cannot be reinstated or renewed. Please process a Rewrite New transaction.”,Renewal Start,,
